시설명,카테고리1,카테고리2,카테고리3,시도 명칭,시군구 명칭,법정읍면동명칭,리 명칭,번지,도로명 이름,건물 번호,위도,경도,우편번호,도로명주소,지번주소,전화번호,홈페이지,휴무일,운영시간,주차 가능여부,입장(이용료)가격 정보,반려동물 동반 가능정보,반려동물 전용 정보,입장 가능 동물 크기,반려동물 제한사항,장소(실내) 여부,장소(실외)여부,기본 정보_장소설명,애견 동반 추가 요금,최종작성일,image_url,nmap_url
강릉아트센터,반려동물업,반려동반여행,문예회관,강원도,강릉시,교동,,408 번지,종합운동장길,84 번,37.77164458,128.895401,25474,강원도 강릉시 종합운동장길 84,강원도 강릉시 교동 408,033-660-6800,www.gn.go.kr/artscenter,전시공연에 따라 변동,전시공연에 따라 변동,Y,변동,N,해당없음,해당없음,해당없음,Y,Y,문예회관,없음,2022.11.30,http://blogfiles.naver.net/MjAxODAzMDlfMjEy/MDAxNTIwNTQ3ODk3Mzc5.r_kvUgaSbVqD93vIIFhV_HL9Ro0OLmktk3nkeczuCf0g.yZ_osIPwfBDk3GFjNBUC4-KsEaEoL7FUuskHcdSRs1Ug.JPEG.hong273526/20180308_204518.jpg#4032x2268,https://map.naver.com/p/entry/place/1550291849
강릉원주대학교 박물관,반려동물업,반려동반여행,박물관,강원도,강릉시,지변동,,123 번지,죽헌길,7 번,37.76569493,128.870005,25457,강원도 강릉시 죽헌길 7,강원도 강릉시 지변동 123,033-640-2596,http://museum.gwnu.ac.kr,"매주 토, 일, 법정공휴일",월~금 09:00~18:00,Y,없음,N,해당없음,해당없음,해당없음,Y,N,박물관,없음,2022.11.30,http://blogfiles.naver.net/MjAxOTAyMjdfMTQ5/MDAxNTUxMjI5MTY0MzIw.VHjsrGkBQyPL8QzioLqmUL9dvidJgw71tBV-MOrmw1sg.AS9mUoYaiMrALRV556oMPm2HjObR4YzjYhh_qeXJsfYg.JPEG.pinegn/%BD%C3%C3%BB2019%BD%E6%B3%D7%C0%CF022702.jpg#567x567,https://map.naver.com/p/entry/place/21824426
강릉커피박물관,반려동물업,반려동반여행,박물관,강원도,강릉시,왕산면,왕산리,806-5 번지,왕산로,2171-19 번,37.65223553,128.784661,25641,강원도 강릉시 왕산면 왕산로 2171-19,강원도 강릉시 왕산면 왕산리 806-5,070-8888-0077,www.coffeemuseum.kr,정보없음,정보없음,Y,5000원,N,해당없음,해당없음,해당없음,Y,N,박물관,없음,2022.11.30,https://ldb-phinf.pstatic.net/20190925_31/1569374384827lErIq_JPEG/WDfxVyfr5xTL4GSgU_AreNYV.jpg,https://map.naver.com/p/entry/place/13313746
강북문화예술회관,반려동물업,반려동반여행,문예회관,서울특별시,강북구,수유동,,360-10 번지,삼각산로,85 번,37.64098979,127.013878,1036,서울특별시 강북구 삼각산로 85,서울특별시 강북구 수유동 360-10,02-944-3068,https://www.gbcmc.or.kr/fmcs/25,매주 일요일,전시공연에 따라 변동,Y,변동,N,해당없음,해당없음,해당없음,Y,N,문예회관,없음,2022.11.30,http://blogfiles.naver.net/MjAxNzExMDdfMjM3/MDAxNTEwMDM3ODU0ODUz.yglgEnjXzIJAmHwbFmwuZQTPqW1ENA1IQTBKC5h1Yqog.4kr6Pjm2fjd7bfO9ErtmNSijLZfJJfnf94lDVlAotDwg.JPEG.hopegb/%BF%B9%BC%FA%C8%B8%B0%FC2.jpg#3040x2040,https://map.naver.com/p/entry/place/13283893
강서 한강공원,반려동물업,반려동반여행,여행지,서울특별시,강서구,방화동,,47 번지,양천로27길,279-23 번,37.58604147,126.817145,7518,서울특별시 강서구 양천로27길 279-23,서울특별시 강서구 방화동 47,02-3780-0621,https://hangang.seoul.go.kr/archives/46788,연중무휴,매일 00:00~24:00,Y,없음,Y,해당없음,모두 가능,"목줄, 배변봉투",N,Y,공원,없음,2022.11.30,https://ldb-phinf.pstatic.net/20150901_170/1441033988895bFru3_JPEG/13416990_0.jpg,https://map.naver.com/p/entry/place/13416990
강서구민회관,반려동물업,반려동반여행,문예회관,서울특별시,강서구,내발산동,,19-1 번지,우장산로,66 번,37.55343642,126.843649,7684,서울특별시 강서구 우장산로 66,서울특별시 강서구 내발산동 산 19-1,02-3664-6046,www.gssi.or.kr,법정공휴일,매일 09:00~18:00,Y,변동,N,해당없음,해당없음,해당없음,Y,N,문예회관,없음,2022.11.30,http://blogfiles.naver.net/20141117_218/mfboy1_1416233526963PnrMf_JPEG/KakaoTalk_20141116_140010211.jpg#900x675,https://map.naver.com/p/entry/place/12890334
강아지공간,반려동물업,반려동물식당카페,카페,경기도,용인시 수지구,죽전동,,876-6 번지,용구대로,2769 번,37.33290687,127.108438,16867,경기도 용인시 수지구 용구대로 2769,경기도 용인시 수지구 죽전동 876-6,031-261-0969,http://instagram.com/puppy__ground,연중무휴,매일 11:30~21:00,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,"애견카페, 호텔, 유치원",없음,2022.11.30,https://ldb-phinf.pstatic.net/20210713_251/1626152241338K9HiX_JPEG/xbJYaqHoue47FvmKef12dhnO.jpeg.jpg,https://map.naver.com/p/entry/place/1582642838
강아지대학로,반려동물업,반려동물식당카페,카페,서울특별시,종로구,동숭동,,1-139 번지,대학로12길,92 번,37.58009773,127.003684,3086,서울특별시 종로구 대학로12길 92,서울특별시 종로구 동숭동 1-139,,http://www.instagram.com/dogdaehak.ro_dogcafe,연중무휴,매일 13:00~20:30,N,변동,Y,반려동물 전용,모두 가능,"소, 중, 대형견 공간분리",Y,N,애견카페,없음,2022.11.30,https://ldb-phinf.pstatic.net/20240809_91/1723190237333PInWT_JPEG/1716975493864-8.jpg,https://map.naver.com/p/entry/place/1777602086
강아지숲 박물관,반려동물업,반려동반여행,박물관,강원도,춘천시,남산면,광판리,1193 번지,충효로,437 번,37.73643502,127.66202,24466,강원도 춘천시 남산면 충효로 437,강원도 춘천시 남산면 광판리 1193,033-913-1400,http://www.dforest.co.kr/index.html,"1월1일, 설, 추석 당일, 매주 월요일",화~일 10:00~18:00,Y,17000원,Y,해당없음,모두 가능,"목줄, 배변봉투",Y,Y,"박물관, 강아지 동반 고객 '강아지 대기실' 운영",없음,2022.11.30,,https://map.naver.com/p/entry/place/1049344751
강아지숲 반려견 테마파크,반려동물업,반려동반여행,여행지,강원도,춘천시,남산면,광판리,1193 번지,충효로,437 번,37.73643502,127.66202,24466,강원도 춘천시 남산면 충효로 437,강원도 춘천시 남산면 광판리 1193,033-913-1400,http://www.dforest.co.kr/index.html,매주 월요일,화~일 10:00~18:00,Y,17000원,Y,해당없음,모두 가능,"맹견, 공격성 있는 경우 입장 제한",Y,Y,"애견카페, 운동장","8,000원",2022.11.30,https://ldb-phinf.pstatic.net/20210809_219/1628476011928J26pG_JPEG/l9l37F9zGSx5u8WoYuJPvf19.jpg,https://map.naver.com/p/entry/place/1806671210
강아지이발소,반려동물업,반려동물식당카페,카페,경상남도,김해시,외동,,1254-3 번지,내외중앙로,29 번,35.23266897,128.865954,50948,경상남도 김해시 내외중앙로 29,경상남도 김해시 외동 1254-3,0507-1338-7247,https://www.instagram.com/dog_barber_h,격주 일요일,매일 10:00~20:00,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,"애견카페, 유치원, 호텔, 미용",없음,2022.11.30,https://ldb-phinf.pstatic.net/20181206_181/15440580778982XYzK_JPEG/IkU_Qvo6VO3-FwT8798dcBuW.jpg,https://map.naver.com/p/entry/place/37153846
강아지정류장,반려동물업,반려동물식당카페,카페,서울특별시,강서구,염창동,,250-8 번지,양천로,709 번,37.54992339,126.874825,7540,서울특별시 강서구 양천로 709,서울특별시 강서구 염창동 250-8,02-3662-1207,http://www.instagram.com/puppy__station,매주 월요일,화~일 08:00~20:00,N,변동,Y,반려동물 전용,모두 가능,제한사항 없음,Y,N,애견카페,없음,2022.11.30,https://ldb-phinf.pstatic.net/20221215_80/1671074610589h8tw4_JPEG/55FBF9E9-573E-4AAF-91FD-EE1431A26BAD.jpeg,https://map.naver.com/p/entry/place/1796095575
강아지집,반려동물업,반려동물식당카페,카페,강원도,원주시,일산동,,264-10 번지,천사로,148 번,37.34890241,127.941109,26425,강원도 원주시 천사로 148,강원도 원주시 일산동 264-10,0507-1480-6679,http://blog.naver.com/mimi6932,연중무휴,매일 09:00~22:00,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,"강아지, 고양이 카페, 미용, 용품",없음,2022.11.30,https://ldb-phinf.pstatic.net/20150910_210/1441864616479jfLlw_JPEG/SUBMIT_1441864608256_36332421.jpg,https://map.naver.com/p/entry/place/36332421
강원경찰박물관,반려동물업,반려동반여행,박물관,강원도,춘천시,신북읍,율문리,315-3 번지,신샘밭로,361 번,37.92530023,127.749932,24206,강원도 춘천시 신북읍 신샘밭로 361,강원도 춘천시 신북읍 율문리 315-3,033-245-0481,www.gwpolice.go.kr,"1월1일, 설, 추석 당일, 매주 월요일","화~일 하절기 09:00~18:00, 동절기 09:00~17:00",Y,없음,N,해당없음,해당없음,해당없음,Y,N,박물관,없음,2022.11.30,https://ldb-phinf.pstatic.net/20150901_249/1441038305877oOceA_JPEG/11782307_0.jpg,https://map.naver.com/p/entry/place/11782307
강원대학교 중앙박물관,반려동물업,반려동반여행,박물관,강원도,춘천시,효자동,,192-1 번지,강원대학길,1 번,37.86802431,127.748387,24341,강원도 춘천시 강원도대학길 1,강원도 춘천시 효자동 192-1,033-250-8077,http://museum.kangwon.ac.kr,"1월1일, 설, 추석 당일, 매주 월요일",화~일 09:00~18:00,Y,없음,N,해당없음,해당없음,해당없음,Y,N,박물관,없음,2022.11.30,https://ldb-phinf.pstatic.net/20150831_26/1441006776572H0NVF_JPEG/116464567235801_0.jpg,https://map.naver.com/p/entry/place/11620572
강원도산림박물관,반려동물업,반려동반여행,박물관,강원도,춘천시,사농동,,218-5 번지,화목원길,24 번,37.92264687,127.72516,24207,강원도 춘천시 화목원길 24,강원도 춘천시 사농동 218-5,033-248-6685,http://www.gwpa.kr/,"1월1일, 설, 추석 당일, 첫째주 월요일","화~일 하절기 09:00~18:00, 동절기 09:00~17:00",Y,없음,N,해당없음,해당없음,해당없음,Y,N,박물관,없음,2022.11.30,https://ldb-phinf.pstatic.net/20150901_9/1441038320070i2X0J_GIF/11782343_0.gif,https://map.naver.com/p/entry/place/11782343
강원도탄광문화촌,반려동물업,반려동반여행,박물관,강원도,영월군,북면,마차리,786-4 번지,밤재로,351 번,37.2631059,128.466905,26209,강원도 영월군 북면 밤재로 351,강원도 영월군 북면 마차리 786-4,033-372-1520,www.ywmuseum.com,매주 월요일,"화~일 하절기 10:00~18:00, 동절기 10:00~17:00",Y,2000원,N,해당없음,해당없음,해당없음,Y,N,박물관,없음,2022.11.30,https://ldb-phinf.pstatic.net/20200806_122/1596716657104pPlHP_JPEG/n0vuJ4OtPPD_GUybV1Duv2mK.jpeg.jpg,https://map.naver.com/p/entry/place/13334223
강이네하우스,반려동물업,반려동반여행,펜션,강원도,양양군,서면,상평리,437 번지,상평1길,17-2 번,38.06692416,128.583355,25035,강원도 양양군 서면 상평1길 17-2,강원도 양양군 서면 상평리 437,0507-1314-2453,https://kang2nehouse.modoo.at/,연중무휴,매일 15:00~11:00,Y,변동,Y,해당없음,소형/중형,"입질, 공격성 있는 경우 입장 제한",Y,Y,"애견 동반 펜션, 사전문의 필수","20,000원",2022.11.30,https://ldb-phinf.pstatic.net/20200703_126/1593763097728eE99H_JPEG/20200703091759_IMG_6447-01.jpeg,https://map.naver.com/p/entry/place/1178786778
강주해바라기마을,반려동물업,반려동반여행,여행지,경상남도,함안군,법수면,강주리,486-3 번지,강주4길,37 번,35.32130962,128.333096,52059,경상남도 함안군 법수면 강주4길 37,경상남도 함안군 법수면 강주리 486-3,055-583-5387,https://www.haman.go.kr/,연중무휴,매일 08:00~19:00,Y,3000원,Y,해당없음,모두 가능,목줄,N,Y,관광지,없음,2022.11.30,http://blogfiles.naver.net/MjAxNzA5MDNfOTkg/MDAxNTA0NDQwNDkwOTkw.ZfrnLO-kjOmMc3m_nT6F0IG-Nj3l23b8tjiS_QtLgpcg.Zp0hMI0nlW0qjfqwYLS8ISJiqUptzKyy789g2qF_zCEg.JPEG.polkadot127/IMG_0872.JPG#5472x3648,https://map.naver.com/p/entry/place/37081650
강진미술관,반려동물업,반려동반여행,미술관,전라남도,강진군,강진읍,동성리,434 번지,동문길,39 번,34.6439669,126.768594,59226,전라남도 강진군 강진읍 동문길 39,전라남도 강진군 강진읍 동성리 434,,정보없음,매주 일요일,월~토 09:30~17:30,Y,변동,N,해당없음,해당없음,해당없음,Y,Y,미술관,없음,2022.11.30,https://ldb-phinf.pstatic.net/20190716_158/156324284003668djO_JPEG/JyLw97zMGRpAmBW2lRS-Djeo.jpg,https://map.naver.com/p/entry/place/1988047446
강진아트홀,반려동물업,반려동반여행,문예회관,전라남도,강진군,강진읍,남성리,23-2 번지,영랑로1길,9 번,34.63817527,126.770499,59233,전라남도 강진군 강진읍 영랑로1길 9,전라남도 강진군 강진읍 남성리 23-2,061-430-3972,https://arthall.gangjin.go.kr,매주 월요일,화~일 09:00~22:00,Y,변동,N,해당없음,해당없음,해당없음,Y,N,문예회관,없음,2022.11.30,,https://map.naver.com/p/entry/place/20050189
강천섬유원지,반려동물업,반려동반여행,여행지,경기도,여주시,강천면,강천리,645 번지,강천리길,88 번,37.23474348,127.707936,12664,경기도 여주시 강천면 강천리길 88,경기도 여주시 강천면 강천리 645,,정보없음,연중무휴,매일 00:00~24:00,Y,없음,Y,해당없음,모두 가능,"목줄, 배변봉투",N,Y,관광지,없음,2022.11.30,http://blogfiles.naver.net/MjAyMTA2MjhfMjAx/MDAxNjI0ODUxMDQ2NzA1.4zoPQhzD0mFBupswb6IHrZgyrod4Xeh4txJp1e2MT9Ig.AL7G33E1JRdq883JBLau770MySVs_-8XQIJ5TRozhaAg.JPEG.yeojuhangul/1.jpg#693x520,https://map.naver.com/p/entry/place/1682100116
강촌레일파크,반려동물업,반려동반여행,여행지,강원도,춘천시,남산면,서천리,226-6 번지,서백길,57 번,37.84274539,127.550947,24464,강원도 춘천시 남산면 서백길 57,강원도 춘천시 남산면 서천리 226-6,033-245-1002,http://www.railpark.co.kr/,연중무휴,"매일 하절기 09:00~17:00, 동절기 09:00~15:30",Y,변동,Y,해당없음,소형,목줄,N,Y,관광지,없음,2022.11.30,https://ldb-phinf.pstatic.net/20231115_152/1700037150334RHYSl_JPEG/DSC_6679.jpg,https://map.naver.com/p/entry/place/20579322
강화 로만티카애견리조트,반려동물업,반려동반여행,펜션,인천광역시,강화군,화도면,흥왕리,917 번지,해안남로,1986 번,37.60418699,126.411654,23062,인천광역시 강화군 화도면 해안남로 1986,인천광역시 강화군 화도면 흥왕리 917,0507-1351-4569,http://www.romantica2010.com/,연중무휴,매일 15:00~11:00,Y,변동,Y,해당없음,10kg 미만,객실당 최대 5마리,Y,Y,애견 동반 펜션,"10,000원",2022.11.30,https://ldb-phinf.pstatic.net/20230925_32/1695618271000WMrGx_JPEG/2.jpg,https://map.naver.com/p/entry/place/20982315
강화 로맨틱큐브펜션,반려동물업,반려동반여행,펜션,인천광역시,강화군,길상면,선두리,965-21 번지,해안남로,664-11 번,37.60244201,126.491252,23051,인천광역시 강화군 길상면 해안남로 664-11,인천광역시 강화군 길상면 선두리 965-21,,http://www.romanticcube.com/,연중무휴,매일 15:00~11:00,Y,변동,Y,해당없음,10kg 미만,객실당 최대 3마리,Y,Y,애견 동반 펜션,"20,000원",2022.11.30,https://ldb-phinf.pstatic.net/20210524_204/1621826630850m6NAV_JPEG/IMG_6626.JPG,https://map.naver.com/p/entry/place/32566168
강화 마니산스토리,반려동물업,반려동반여행,펜션,인천광역시,강화군,화도면,여차리,645-1 번지,해안남로2220번길,30 번,37.6096682,126.396051,23061,인천광역시 강화군 화도면 해안남로2220번길 30,인천광역시 강화군 화도면 여차리 645-1,,https://manisanstorys.modoo.at/,연중무휴,매일 15:00~11:00,Y,변동,Y,해당없음,8kg 미만,객실당 최대 3마리,Y,Y,애견 동반 펜션,"10,000원",2022.11.30,https://ldb-phinf.pstatic.net/20200901_114/1598951943488XhlX4_JPEG/KakaoTalk_20200827_205839544_04.jpg,https://map.naver.com/p/entry/place/35719689
강화 아우라 독채펜션,반려동물업,반려동반여행,펜션,인천광역시,강화군,화도면,여차리,415 번지,해안남로,2166-32 번,37.60577455,126.40127,23061,인천광역시 강화군 화도면 해안남로 2166-32,인천광역시 강화군 화도면 여차리 415,,http://xn--oi2b00q97cvubvy6a.kr/,연중무휴,매일 14:00~11:00,Y,변동,Y,해당없음,10kg 미만,"객실당 최대 2마리, 애견용품 개별준비",Y,Y,애견 동반 펜션,"20,000원",2022.11.30,https://ldb-phinf.pstatic.net/20220915_232/16632066161860oX9b_JPEG/0.jpg,https://map.naver.com/p/entry/place/34332043
강화 어나더153 애견펜션,반려동물업,반려동반여행,펜션,인천광역시,강화군,화도면,동막리,211-13 번지,해안남로,1669-12 번,37.5944154,126.437672,23062,인천광역시 강화군 화도면 해안남로 1669-12,인천광역시 강화군 화도면 동막리 211-13,0507-1322-1530,https://www.another153.net/,연중무휴,매일 15:00~11:00,Y,변동,Y,해당없음,5kg 미만,제한사항 없음,Y,Y,애견 동반 펜션,"10,000원",2022.11.30,https://ldb-phinf.pstatic.net/20190928_4/1569646036702r0vQG_JPEG/b9JQvN5akDJSZDalAYwGage6.jpg,https://map.naver.com/p/entry/place/1040079489
강화 제임스펜션,반려동물업,반려동반여행,펜션,인천광역시,강화군,내가면,고천리,830-5 번지,강화서로227번길,51 번,37.71753294,126.384849,23018,인천광역시 강화군 내가면 강화서로227번길 51,인천광역시 강화군 내가면 고천리 830-5,,http://jmspension.com/,연중무휴,매일 15:00~11:00,Y,변동,Y,해당없음,5kg 이하,객실당 최대 2마리,Y,Y,애견 동반 펜션,"10,000원",2022.11.30,https://ldb-phinf.pstatic.net/20170301_238/1488343845261cBLLt_JPEG/186251538064181_0.jpeg,https://map.naver.com/p/entry/place/325700837
강화 터 애견펜션,반려동물업,반려동반여행,펜션,인천광역시,강화군,화도면,여차리,933 번지,해안남로,2297-26 번,37.61126367,126.384841,23061,인천광역시 강화군 화도면 해안남로 2297-26,인천광역시 강화군 화도면 여차리 933,,http://teopension.co.kr/,연중무휴,매일 15:00~11:00,Y,변동,Y,해당없음,7kg 미만,"객실당 최대 3마리, 13kg 이상 대형견 입실 불가",Y,Y,애견 동반 펜션,"20,000원",2022.11.30,https://ldb-phinf.pstatic.net/20210919_155/1632046616439mEbTU_JPEG/01.jpg,https://map.naver.com/p/entry/place/20152368
